split,image_path,annotation_path,image_filename,sequence_folder,image_id,has_vehicle,has_visible_vehicle,has_hidden_vehicle,num_vehicles,num_visible_vehicles,num_hidden_vehicles,num_direct_lights,num_reflections,num_oncoming_reflections,num_rear_reflections,has_oncoming_reflection,has_reflection_only_signal,vehicle_positions,direct_light_positions,reflection_positions,reflection_only_instances,reflection_density,label_reflection_only
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000021.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000021.json,000021.png,S00000,21,1,0,1,1,0,1,0,1,1,0,1,1,"[[613, 536]]",[],"[[613, 527]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000023.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000023.json,000023.png,S00000,23,1,0,1,1,0,1,0,1,1,0,1,1,"[[613, 535]]",[],"[[613, 527]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000025.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000025.json,000025.png,S00000,25,1,0,1,1,0,1,0,1,1,0,1,1,"[[614, 534]]",[],"[[614, 523]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000027.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000027.json,000027.png,S00000,27,1,0,1,1,0,1,0,1,1,0,1,1,"[[615, 534]]",[],"[[614, 524]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000029.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000029.json,000029.png,S00000,29,1,0,1,1,0,1,0,1,1,0,1,1,"[[616, 534]]",[],"[[616, 521]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000031.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000031.json,000031.png,S00000,31,1,0,1,1,0,1,0,1,1,0,1,1,"[[617, 534]]",[],"[[618, 526]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000033.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000033.json,000033.png,S00000,33,1,0,1,1,0,1,0,1,1,0,1,1,"[[617, 537]]",[],"[[617, 527]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000035.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000035.json,000035.png,S00000,35,1,0,1,1,0,1,0,1,1,0,1,1,"[[618, 539]]",[],"[[615, 529]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000037.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000037.json,000037.png,S00000,37,1,0,1,1,0,1,0,1,1,0,1,1,"[[617, 539]]",[],"[[614, 529]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000039.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000039.json,000039.png,S00000,39,1,0,1,1,0,1,0,1,1,0,1,1,"[[615, 539]]",[],"[[613, 528]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000041.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000041.json,000041.png,S00000,41,1,0,1,1,0,1,0,1,1,0,1,1,"[[616, 538]]",[],"[[615, 527]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000043.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000043.json,000043.png,S00000,43,1,0,1,1,0,1,0,1,1,0,1,1,"[[615, 539]]",[],"[[615, 529]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000045.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000045.json,000045.png,S00000,45,1,0,1,1,0,1,0,1,1,0,1,1,"[[614, 539]]",[],"[[615, 529]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000047.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000047.json,000047.png,S00000,47,1,0,1,1,0,1,0,1,1,0,1,1,"[[614, 539]]",[],"[[614, 531]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000049.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000049.json,000049.png,S00000,49,1,0,1,1,0,1,0,1,1,0,1,1,"[[614, 540]]",[],"[[614, 532]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000051.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000051.json,000051.png,S00000,51,1,0,1,1,0,1,0,1,1,0,1,1,"[[613, 540]]",[],"[[614, 536]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000053.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000053.json,000053.png,S00000,53,1,0,1,1,0,1,0,1,1,0,1,1,"[[613, 542]]",[],"[[612, 535]]",1,1.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000055.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000055.json,000055.png,S00000,55,1,0,1,1,0,1,0,2,2,0,1,1,"[[615, 540]]",[],"[[614, 535], [495, 517]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000057.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000057.json,000057.png,S00000,57,1,0,1,1,0,1,0,2,2,0,1,1,"[[616, 541]]",[],"[[614, 534], [497, 518]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000059.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000059.json,000059.png,S00000,59,1,0,1,1,0,1,0,2,2,0,1,1,"[[617, 542]]",[],"[[616, 535], [501, 519]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000061.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000061.json,000061.png,S00000,61,1,0,1,1,0,1,0,2,2,0,1,1,"[[616, 540]]",[],"[[616, 537], [503, 520]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000063.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000063.json,000063.png,S00000,63,1,0,1,1,0,1,0,2,2,0,1,1,"[[617, 540]]",[],"[[615, 537], [506, 522]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000065.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000065.json,000065.png,S00000,65,1,0,1,1,0,1,0,2,2,0,1,1,"[[617, 543]]",[],"[[618, 538], [504, 522]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000067.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000067.json,000067.png,S00000,67,1,0,1,1,0,1,0,2,2,0,1,1,"[[619, 543]]",[],"[[615, 535], [501, 522]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000069.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000069.json,000069.png,S00000,69,1,0,1,1,0,1,0,2,2,0,1,1,"[[617, 543]]",[],"[[616, 539], [503, 524]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000071.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000071.json,000071.png,S00000,71,1,0,1,1,0,1,0,2,2,0,1,1,"[[617, 545]]",[],"[[616, 538], [502, 524]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000073.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000073.json,000073.png,S00000,73,1,0,1,1,0,1,0,2,2,0,1,1,"[[617, 543]]",[],"[[616, 537], [499, 523]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000075.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000075.json,000075.png,S00000,75,1,0,1,1,0,1,0,2,2,0,1,1,"[[616, 543]]",[],"[[614, 536], [497, 524]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000077.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000077.json,000077.png,S00000,77,1,0,1,1,0,1,0,2,2,0,1,1,"[[616, 546]]",[],"[[614, 535], [496, 524]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000079.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000079.json,000079.png,S00000,79,1,0,1,1,0,1,0,2,2,0,1,1,"[[612, 546]]",[],"[[611, 537], [495, 524]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000081.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000081.json,000081.png,S00000,81,1,0,1,1,0,1,0,2,2,0,1,1,"[[617, 543]]",[],"[[615, 536], [493, 524]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000083.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000083.json,000083.png,S00000,83,1,0,1,1,0,1,0,2,2,0,1,1,"[[621, 543]]",[],"[[620, 535], [496, 526]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000085.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000085.json,000085.png,S00000,85,1,0,1,1,0,1,0,2,2,0,1,1,"[[626, 543]]",[],"[[626, 536], [504, 530]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000087.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000087.json,000087.png,S00000,87,1,0,1,1,0,1,0,2,2,0,1,1,"[[630, 543]]",[],"[[629, 537], [506, 531]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000089.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000089.json,000089.png,S00000,89,1,0,1,1,0,1,0,2,2,0,1,1,"[[634, 541]]",[],"[[634, 535], [501, 529]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000091.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000091.json,000091.png,S00000,91,1,0,1,1,0,1,0,2,2,0,1,1,"[[634, 541]]",[],"[[634, 535], [500, 528]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000093.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000093.json,000093.png,S00000,93,1,0,1,1,0,1,0,2,2,0,1,1,"[[634, 539]]",[],"[[633, 534], [495, 525]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000095.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000095.json,000095.png,S00000,95,1,0,1,1,0,1,0,2,2,0,1,1,"[[633, 538]]",[],"[[636, 532], [493, 526]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000097.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000097.json,000097.png,S00000,97,1,0,1,1,0,1,0,2,2,0,1,1,"[[634, 538]]",[],"[[638, 534], [485, 521]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000099.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000099.json,000099.png,S00000,99,1,0,1,1,0,1,0,2,2,0,1,1,"[[644, 537]]",[],"[[646, 533], [485, 522]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000101.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000101.json,000101.png,S00000,101,1,0,1,1,0,1,0,2,2,0,1,1,"[[643, 540]]",[],"[[640, 533], [491, 524]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000103.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000103.json,000103.png,S00000,103,1,0,1,1,0,1,0,2,2,0,1,1,"[[638, 539]]",[],"[[638, 535], [493, 527]]",2,2.0,1
train,D:\Judy Uni\archive\PVDN\night\train\images\S00000\000105.png,D:\Judy Uni\archive\PVDN\night\train\labels\keypoints\000105.json,000105.png,S00000,105,1,0,1,1,0,1,0,2,2,0,1,1,"[[635, 542]]",[],"[[636, 536], [493, 527]]",2,2.0,1
